,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,23,TOT,NBA,PG,65,1382,.417,13.6,.920,.180,.117,.232,.391,.080,.421,.505,.388,.346,.438,.370,.581,.005,3,.588,.174,.125,0,0
2000-01,23,DAL,NBA,PG,38,472,.348,12.3,.944,.242,.090,.298,.315,.056,.351,.465,.250,.264,.375,.300,.627,.000,0,.667,.200,.000,0,0
2000-01,23,WAS,NBA,PG,27,910,.448,14.2,.909,.152,.129,.203,.425,.091,.454,.533,.431,.400,.458,.389,.564,.008,3,.571,.167,.167,0,0
2001-02,24,WAS,NBA,SG,56,1325,.470,12.6,.962,.190,.127,.278,.367,.038,.478,.689,.283,.470,.443,.278,.642,.042,20,.800,.222,.250,0,0
2002-03,25,NOH,NBA,PG,66,1360,.382,13.1,.887,.250,.044,.234,.360,.113,.388,.484,.273,.347,.363,.333,.747,.020,9,1.000,.404,.478,0,0
Career,,,NBA,,187,4067,.422,13.1,.922,.206,.096,.247,.374,.078,.429,.549,.329,.389,.416,.339,.650,.021,32,.805,.289,.371,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,WAS,NBA,,83,2235,.460,13.3,.938,.173,.128,.244,.394,.062,.467,.627,.351,.443,.450,.352,.609,.026,23,.632,.185,.200,0,0
1 season,,NOH,NBA,,66,1360,.382,13.1,.887,.250,.044,.234,.360,.113,.388,.484,.273,.347,.363,.333,.747,.020,9,1.000,.404,.478,0,0
1 season,,DAL,NBA,,38,472,.348,12.3,.944,.242,.090,.298,.315,.056,.351,.465,.250,.264,.375,.300,.627,.000,0,.667,.200,.000,0,0
