Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Courtney Alexander,,2.2,1.1,0.8
Mike Davis,94.0,2.2,1.2,0.9
Ledell Eackles,91.5,2.1,1.2,1
Claude Terry,90.6,2.4,1,0.8
Kevin O'Shea,89.6,2.1,1.2,0.5
Thabo Sefolosha,89.2,2.2,1.5,0.8
Chink Crossin,88.9,2.1,1.2,0.5
Clint Richardson,88.9,2.4,1.1,1
John Salmons,88.8,2.1,1.4,0.6
Corky Devlin,87.7,1.8,1.2,0.8
David Nwaba,87.2,2.4,1.4,0.8
