Season,Team,Lg,Salary
2013-14,Philadelphia 76ers,NBA,"$3,172,320"
2014-15,Philadelphia 76ers,NBA,"$3,315,120"
2015-16,Philadelphia 76ers,NBA,"$3,457,800"
2016-17,Dallas Mavericks,NBA,"$4,384,490"
2017-18,Dallas Mavericks,NBA,"$4,187,599"
2018-19,Oklahoma City Thunder,NBA,"$1,757,429"
Career,(may be incomplete),,"$20,274,758"
