,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,NJA,ABA,,8,,0,,,,4,5,,,,,,,17
1969-70,26,NYA,ABA,,4,,1,,,,0,1,,,,,,,8
Career,,,,,8,,1,,,,4,5,,,,,,,17
