Season,Team,Lg,Salary
2016-17,Denver Nuggets,NBA,"$3,210,840"
2017-18,Denver Nuggets,NBA,"$3,355,320"
2018-19,Denver Nuggets,NBA,"$3,499,800"
Career,(may be incomplete),,"$10,065,960"
