Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Jamal Murray,,5.5,5.1,1.3
Mike Bibby,96.6,5.6,5.3,1.3
Mike Newlin,95.4,5.8,5.2,1.6
Ron Brewer,92.6,5.6,4.3,1.4
Kenny Sailors,92.5,5.2,4.9,1.7
Brian Winters,92.4,6,5,1.1
Clem Haskins,92.0,6.1,5.3,1.6
Austin Carr,91.9,5.9,5.4,1
Jim Spanarkel,91.9,5.5,5.2,0.4
Derek Harper,91.7,6.2,5.4,1.3
World B. Free,91.3,6,4.6,1.5
