Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,23,HOU,NBA,SG,1,0,25:50,6,13,0.462,3,8,0.375,0,0,NA,1,6,3,0,0,2,2,15
2013-14,24,HOU,NBA,SG,1,1,23:46,3,7,0.429,2,6,0.333,0,0,NA,0,1,5,1,0,2,1,8
2014-15,25,HOU,NBA,SG,1,1,26:36,11,16,0.688,7,12,0.583,0,0,NA,3,8,8,2,0,4,0,29
2015-16,26,HOU,NBA,SG,1,0,21:05,8,14,0.571,7,12,0.583,0,0,NA,0,4,3,0,0,1,0,23
2016-17,27,HOU,NBA,PG,1,1,30:23,4,9,0.444,4,9,0.444,0,0,NA,0,7,12,0,0,10,2,12
2017-18,28,HOU,NBA,SG,1,1,27:04,5,19,0.263,2,13,0.154,0,0,NA,1,7,8,1,1,3,1,12
2018-19,29,HOU,NBA,PG,1,1,26:13,4,13,0.308,4,13,0.308,0,0,NA,0,4,3,1,0,3,1,12
2019-20,30,HOU,NBA,SG,1,1,17:31,3,9,0.333,3,9,0.333,2,4,0.5,0,3,6,1,2,2,5,11
Career,NA,,NBA,,8,6,198,44,100,0.44,32,82,0.39,2,4,0.5,5,40,48,6,3,27,12,122
