Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,27,TOT,BAA,,58,,,3.5,11.9,.294,2.8,5.0,.553,,2.4,4.3,9.8
1948-49,27,INJ,BAA,,41,,,3.8,13.3,.288,3.0,5.6,.537,,2.8,4.5,10.7
1948-49,27,FTW,BAA,,17,,,2.7,8.5,.317,2.2,3.6,.613,,1.5,3.8,7.6
1949-50,28,TOT,NBA,,65,,,3.5,12.5,.278,3.2,4.9,.651,,2.5,4.2,10.2
1949-50,28,FTW,NBA,,36,,,3.5,12.1,.287,3.7,5.8,.632,,2.1,3.9,10.6
1949-50,28,AND,NBA,,29,,,3.5,13.0,.267,2.7,3.9,.688,,3.0,4.6,9.6
1950-51,29,Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL)
1951-52,30,MLH,NBA,,13,,9.0,0.5,2.4,.194,0.4,0.9,.417,2.4,0.7,2.4,1.3
Career,NA,,TOT,,136,,9.0,3.2,11.3,.283,2.8,4.6,.601,2.4,2.3,4.1,9.2
,NA,,NBA,,78,,9.0,3.0,10.8,.275,2.7,4.3,.643,2.4,2.2,3.9,8.7
,NA,,BAA,,58,,,3.5,11.9,.294,2.8,5.0,.553,,2.4,4.3,9.8
,NA,,,,,,,,,,,,,,,,
2 seasons,NA,FTW,BAA,,53,,,3.2,10.9,.295,3.2,5.1,.627,,1.9,3.8,9.7
1 season,NA,INJ,BAA,,41,,,3.8,13.3,.288,3.0,5.6,.537,,2.8,4.5,10.7
1 season,NA,AND,NBA,,29,,,3.5,13.0,.267,2.7,3.9,.688,,3.0,4.6,9.6
1 season,NA,MLH,NBA,,13,,9.0,0.5,2.4,.194,0.4,0.9,.417,2.4,0.7,2.4,1.3
