Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,27,TOT,BAA,NA,58,NA,NA,0.346,0.421,NA,NA,NA,NA,NA,-0.9,2.8,1.8,NA
1948-49,27,INJ,BAA,NA,41,NA,NA,0.338,0.419,NA,NA,NA,NA,NA,-1.1,2,0.9,NA
1948-49,27,FTW,BAA,NA,17,NA,NA,0.377,0.428,NA,NA,NA,NA,NA,0.2,0.8,1,NA
1949-50,28,TOT,NBA,NA,65,NA,NA,0.346,0.395,NA,NA,NA,NA,NA,-2.2,5,2.8,NA
1949-50,28,FTW,NBA,NA,36,NA,NA,0.362,0.48,NA,NA,NA,NA,NA,-0.7,2.2,1.5,NA
1949-50,28,AND,NBA,NA,29,NA,NA,0.326,0.296,NA,NA,NA,NA,NA,-1.5,2.8,1.3,NA
1951-52,30,MLH,NBA,NA,13,117,1.1,0.234,0.387,NA,NA,NA,NA,NA,-0.5,0.1,-0.4,-0.148
Career,NA,,TOT,NA,136,117,1.1,0.344,0.407,NA,NA,NA,NA,NA,-3.6,7.9,4.3,-0.148
,NA,,NBA,NA,78,117,1.1,0.342,0.395,NA,NA,NA,NA,NA,-2.7,5.1,2.5,-0.148
,NA,,BAA,NA,58,NA,NA,0.346,0.421,NA,NA,NA,NA,NA,-0.9,2.8,1.8,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,FTW,BAA,NA,53,NA,NA,0.366,0.467,NA,NA,NA,NA,NA,-0.5,3,2.5,NA
1 season,NA,INJ,BAA,NA,41,NA,NA,0.338,0.419,NA,NA,NA,NA,NA,-1.1,2,0.9,NA
1 season,NA,AND,NBA,NA,29,NA,NA,0.326,0.296,NA,NA,NA,NA,NA,-1.5,2.8,1.3,NA
1 season,NA,MLH,NBA,NA,13,117,1.1,0.234,0.387,NA,NA,NA,NA,NA,-0.5,0.1,-0.4,-0.148
