Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Charlie Black,,2.8,1.8,-0.4
Brandon Ingram,94.7,2.8,2,-0.3
McCoy McLemore,94.3,2.7,1.8,-0.3
Billy Thompson,89.2,2.8,1.6,-0.1
Michael Curry,84.4,3.2,1.6,-0.2
Eric Williams,84.1,2.9,1.6,0.1
Al Eberhard,83.6,2.6,1.8,0
Juan Hernangómez,82.7,3,1.8,0.4
Bill Hewitt,82.2,2.4,1.7,-0.2
Shabazz Muhammad,81.1,2.7,2,0.3
Steve Kuberski,80.2,2.6,1.7,0.2
