Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,25,DET,NBA,SG,7,NA,16,3,10,0.3,3,4,0.75,1,3,4,2,1,0,1,3,9
Career,NA,,NBA,,7,NA,16,3,10,0.3,3,4,0.75,1,3,4,2,1,0,1,3,9
