Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,22,MLH,NBA,PF,72,NA,2659,7,17.3,0.407,5.8,7.7,0.751,13.5,3.1,3.5,19.8
1955-56,23,STL,NBA,C,72,NA,2794,8.3,19.4,0.429,7.2,9.8,0.736,15,2.4,2.6,23.8
1956-57,24,STL,NBA,C,71,NA,2491,8.9,21.3,0.415,7.6,9.9,0.773,15,1.9,2.6,25.4
1957-58,25,STL,NBA,PF,70,NA,2528,8.3,20.2,0.41,7.9,10.6,0.749,17.3,2.2,3.2,24.5
1958-59,26,STL,NBA,PF,72,NA,2873,9,20.5,0.438,8.4,11,0.759,14.8,2.8,2.5,26.4
1959-60,27,STL,NBA,PF,72,NA,2896,8.3,19,0.438,6.8,9,0.753,15.2,3.2,2.5,23.4
1960-61,28,STL,NBA,PF,76,NA,3027,9.1,20.5,0.447,6.9,9.6,0.724,18.3,3.1,2.6,25.2
1961-62,29,STL,NBA,PF,78,NA,3282,9.5,21.1,0.45,7.6,9.9,0.771,16,3.2,3.2,26.6
1962-63,30,STL,NBA,PF,79,NA,3090,9.1,20.3,0.446,8,10.3,0.774,13.9,2.9,3.3,26.1
1963-64,31,STL,NBA,PF,80,NA,3296,8.6,18.7,0.463,6.6,8.4,0.789,13.4,2.8,3.3,23.9
1964-65,32,STL,NBA,PF,50,NA,1754,8.1,18.9,0.429,6.8,8.3,0.82,12.7,2.6,3.4,23.1
Career,NA,,NBA,,792,NA,30690,8.6,19.8,0.436,7.3,9.5,0.761,15.1,2.8,3,24.5
