,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1955-56,23,STL,NBA,,14,,13,19,,,5,41
1956-57,24,STL,NBA,,14,34,16,22,,,5,39
1957-58,25,STL,NBA,,19,34,19,22,,,5,50
1958-59,26,STL,NBA,,17,35,12,14,23,,5,39
1959-60,27,STL,NBA,,14,29,13,18,22,,6,35
1960-61,28,STL,NBA,,15,32,13,18,24,,5,40
1962-63,30,STL,NBA,,16,30,15,18,22,,5,42
1963-64,31,STL,NBA,,13,,10,12,,,5,29
1964-65,32,STL,NBA,,6,14,5,7,9,4,3,17
Career,,,,,19,,19,22,,,6,50
