Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1955-56,23,STL,NBA,C,8,NA,274,6.2,16.8,0.367,7.8,9.2,0.843,11,2.4,2.6,20.1
1956-57,24,STL,NBA,C,10,NA,430,8.2,19.8,0.414,8.5,11.1,0.767,14.1,2.1,2.8,24.9
1957-58,25,STL,NBA,PF,11,NA,430,7.5,19.3,0.391,7.2,9.9,0.729,15.2,1.7,2.6,22.3
1958-59,26,STL,NBA,PF,6,NA,257,8.1,19.2,0.423,7.1,9.1,0.785,10.5,2,2.8,23.4
1959-60,27,STL,NBA,PF,14,NA,576,8.1,18.2,0.442,6.7,8.9,0.754,13.8,3.2,2.7,22.8
1960-61,28,STL,NBA,PF,12,NA,526,8,19.4,0.412,7.5,9.9,0.757,14.4,2.6,2.9,23.5
1962-63,30,STL,NBA,PF,11,NA,463,9.3,20.1,0.459,8.7,11.2,0.778,12.9,2.6,2.6,27.2
1963-64,31,STL,NBA,PF,12,NA,494,6.8,16.5,0.412,4.8,5.8,0.835,12.7,2.4,3.2,18.4
1964-65,32,STL,NBA,PF,4,NA,95,5.7,15.5,0.366,6.1,7.6,0.8,9.1,3,3.8,17.4
Career,NA,,NBA,,88,NA,3545,7.8,18.6,0.418,7.2,9.3,0.774,13.2,2.4,2.8,22.7
