,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,21,BOS,NBA,SG,39,507,46%,54%,1%,,,0.0,-1.1,14,4,29,4,8,0,117,1,6
2005-06,22,BOS,NBA,PG,71,2418,97%,3%,,,,+1.1,+7.1,71,36,86,8,36,13,726,8,35
2006-07,23,BOS,NBA,SG,69,2219,38%,54%,8%,,,-6.2,-5.1,65,33,74,16,71,8,664,20,32
2007-08,24,TOT,NBA,PG,61,1533,79%,21%,,,,-2.5,+2.8,64,29,50,6,36,3,492,7,33
2007-08,24,SEA,NBA,PG,35,727,67%,33%,,,,-8.1,+1.2,36,18,23,1,15,0,246,3,18
2007-08,24,CLE,NBA,PG,26,806,91%,9%,,,,+2.8,+3.7,28,11,27,5,21,3,246,4,15
2008-09,25,CLE,NBA,SG,64,2152,10%,88%,3%,,,+15.2,+10.7,54,18,52,8,45,6,497,14,30
2009-10,26,CLE,NBA,SG,60,1500,25%,60%,15%,,,+8.1,+1.1,48,22,40,11,61,4,429,12,38
2010-11,27,BOS,NBA,PG,24,453,51%,49%,1%,,,-10.6,-18.6,18,6,10,4,5,0,137,2,9
2011-12,28,DAL,NBA,PG,44,1060,91%,9%,,,,-0.7,-2.9,44,23,29,6,24,3,309,7,18
Career,,,NBA,,432,11842,54%,42%,4%,,,+2.1,+1.9,378,171,370,63,286,37,3371,71,201
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,BOS,NBA,,203,5597,65%,31%,3%,,,-2.8,-0.6,168,79,199,32,120,21,1644,31,82
3 seasons,,CLE,NBA,,150,4458,29%,64%,6%,,,+10.5,+6.2,130,51,119,24,127,13,1172,30,83
1 season,,DAL,NBA,,44,1060,91%,9%,,,,-0.7,-2.9,44,23,29,6,24,3,309,7,18
1 season,,SEA,NBA,,35,727,67%,33%,,,,-8.1,+1.2,36,18,23,1,15,0,246,3,18
