Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,24,PTC,ABA,SG,1,NA,17:00,5,9,0.556,0,2,0,0,0,NA,0,0,2,NA,NA,0,1,10
1972-73,25,MMT,ABA,PG,1,NA,22:00,4,10,0.4,0,0,NA,2,2,1,0,1,0,0,0,1,1,10
1973-74,26,MMT,ABA,SG,1,NA,21:00,5,8,0.625,0,0,NA,0,0,NA,0,2,3,0,0,4,1,10
Career,NA,,ABA,,3,NA,60,14,27,0.519,0,2,0,2,2,1,0,3,5,0,0,5,3,30
