Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Walter Piatkowski,,1.2,0.8,-0.2
Alec Kessler,88.6,1.2,0.8,-0.1
Al Harrington,87.0,1.2,1,-0.2
Dennis Wuycik,80.4,1.4,0.9,-0.1
Justin Holiday,80.1,1.3,0.6,-0.1
Lonny Baxter,79.6,1.5,0.9,-0.2
Dickey Simpkins,78.4,1.2,0.7,0.1
Lance Thomas,77.8,1.2,1.2,-0.1
James Wilkes,76.4,1.1,0.8,0.1
Shawne Williams,74.5,1.4,0.7,0
Adrian Branch,74.4,1.5,0.7,-0.1
