Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,23,DNR,ABA,PF,7,NA,201,8.6,19.9,0.432,0.2,1.6,0.111,8.4,18.3,0.461,1.8,2,0.909,NA,NA,5.2,1.1,NA,2.3,5.7,19.2
1969-70,24,DNR,ABA,PF,6,NA,50,8.6,17.3,0.5,0.7,2.9,0.25,7.9,14.4,0.55,1.4,2.9,0.5,NA,NA,7.9,2.9,NA,1.4,6.5,19.4
Career,NA,,ABA,,13,NA,251,8.6,19.4,0.444,0.3,1.9,0.154,8.3,17.5,0.475,1.7,2.2,0.8,NA,NA,5.7,1.4,NA,2.2,5.9,19.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DNR,ABA,,13,NA,251,8.6,19.4,0.444,0.3,1.9,0.154,8.3,17.5,0.475,1.7,2.2,0.8,NA,NA,5.7,1.4,NA,2.2,5.9,19.2
