,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,23,DNR,ABA,,13,,1,,,,3,3,,,,,,,,28
1969-70,24,DNR,ABA,,5,,1,,,,2,2,,,,,,,,11
Career,,,,,13,,1,,,,3,3,,,,,,,,28
