Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1968-69,23,DNR,ABA,PF,7,201,10.8,0.462,0.081,0.099,NA,NA,6.4,4.8,NA,10.1,24,NA,0,0,0,0.003
1969-70,24,DNR,ABA,PF,6,50,15.1,0.524,0.167,0.167,NA,NA,9.8,10.6,NA,7.2,20.3,NA,0.1,0.1,0.1,0.121
Career,NA,,ABA,,13,251,11.7,0.473,0.096,0.111,NA,NA,7,6,NA,9.6,23.3,NA,0.1,0.1,0.1,0.027
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DNR,ABA,,13,251,11.7,0.473,0.096,0.111,NA,NA,7,6,NA,9.6,23.3,NA,0.1,0.1,0.1,0.027
