Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,23,DNR,ABA,PF,77,,23.6,5.2,12.4,.417,0.4,1.1,.329,4.8,11.4,.426,.431,1.5,2.0,.775,1.9,2.8,4.7,0.6,,1.3,2.9,12.2
1969-70,24,DNR,ABA,PF,74,,17.6,2.9,7.2,.402,0.1,0.7,.220,2.8,6.6,.421,.412,1.0,1.3,.768,1.4,2.0,3.4,0.6,,1.0,2.4,7.0
1970-71,25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1971-72,26,FLO,ABA,PF,6,,4.7,0.5,2.7,.188,0.0,0.0,,0.5,2.7,.188,.188,0.0,0.0,,0.2,0.2,0.3,0.3,,0.5,0.3,1.0
Career,NA,,ABA,,157,,20.1,3.9,9.6,.409,0.2,0.8,.288,3.7,8.8,.421,.422,1.2,1.6,.772,1.6,2.3,3.9,0.6,,1.1,2.6,9.3
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,NA,DNR,ABA,,151,,20.7,4.1,9.9,.412,0.3,0.9,.288,3.8,9.0,.424,.425,1.3,1.7,.772,1.7,2.4,4.1,0.6,,1.2,2.7,9.7
1 season,NA,FLO,ABA,,6,,4.7,0.5,2.7,.188,0.0,0.0,,0.5,2.7,.188,.188,0.0,0.0,,0.2,0.2,0.3,0.3,,0.5,0.3,1.0
