Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,23,DNR,ABA,PF,7,NA,28.7,6.9,15.9,0.432,0.1,1.3,0.111,6.7,14.6,0.461,0.437,1.4,1.6,0.909,NA,NA,4.1,0.9,NA,1.9,4.6,15.3
1969-70,24,DNR,ABA,PF,6,NA,8.3,2,4,0.5,0.2,0.7,0.25,1.8,3.3,0.55,0.521,0.3,0.7,0.5,NA,NA,1.8,0.7,NA,0.3,1.5,4.5
Career,NA,,ABA,,13,NA,19.3,4.6,10.4,0.444,0.2,1,0.154,4.5,9.4,0.475,0.452,0.9,1.2,0.8,NA,NA,3.1,0.8,NA,1.2,3.2,10.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DNR,ABA,,13,NA,19.3,4.6,10.4,0.444,0.2,1,0.154,4.5,9.4,0.475,0.452,0.9,1.2,0.8,NA,NA,3.1,0.8,NA,1.2,3.2,10.3
