,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1968-69,22,BAL,NBA,,11,18,,,,,5,6,,,27,2,,,,5,25,
1969-70,23,BAL,NBA,,9,,,,,,5,6,,,,,,,,,23,
1970-71,24,BAL,NBA,,10,22,,,,,5,9,,,26,10,,,,5,20,
1971-72,25,BAL,NBA,,9,15,,,,,5,8,,,18,9,,,,5,19,
1972-73,26,BAL,NBA,,5,13,,,,,4,10,,,21,6,,,,4,14,
1973-74,27,CAP,NBA,,8,13,,,,,4,5,,,17,8,,,,4,18,
1974-75,28,WSB,NBA,,9,16,,,,,6,9,,,25,7,,,,,19,
1975-76,29,WSB,NBA,,5,10,,,,,4,7,6,12,18,8,2,1,,5,10,
1976-77,30,WSB,NBA,,5,10,,,,,3,5,,,16,7,,,,5,11,
1977-78,31,WSB,NBA,,7,12,,,,,7,12,,,16,8,3,3,8,6,17,
1978-79,32,WSB,NBA,,12,17,,,,,7,10,,,22,8,,,,6,26,
1979-80,33,WSB,NBA,,4,7,0,1,4,7,3,3,,,18,4,0,2,,4,11,
Career,,,,,12,,,,,,7,12,,,,,,,,,26,
