Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,22,BAL,NBA,C,1,0,14:00,5,7,0.714,NA,NA,NA,1,3,0.333,NA,8,1,NA,NA,NA,3,11
1970-71,24,BAL,NBA,C,1,0,21:00,4,9,0.444,NA,NA,NA,0,0,NA,NA,10,2,NA,NA,NA,2,8
1971-72,25,BAL,NBA,C,1,0,16:00,1,5,0.2,NA,NA,NA,0,0,NA,NA,7,1,NA,NA,NA,3,2
1972-73,26,BAL,NBA,C,1,0,11:00,2,4,0.5,NA,NA,NA,0,0,NA,NA,5,1,NA,NA,NA,0,4
1974-75,28,WSB,NBA,C,1,0,15:00,2,3,0.667,NA,NA,NA,2,2,1,2,6,1,2,0,NA,2,6
Career,NA,,NBA,,5,0,77,14,28,0.5,NA,NA,NA,3,5,0.6,2,36,6,2,0,NA,10,31
