Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,22,GSW,NBA,PF,69,14,1031,6.1,11.7,0.524,0,0,NA,6.1,11.7,0.524,4.7,5.9,0.81,3.3,4.7,8,1,0.5,1,2.7,5.7,17
2006-07,23,TOT,NBA,PF,59,2,760,6,12.6,0.477,0,0,NA,6,12.6,0.477,5.3,6.6,0.8,3.6,6.1,9.6,1.2,0.4,1.2,3.2,5.8,17.3
2006-07,23,GSW,NBA,PF,17,0,222,7.1,13.5,0.53,0,0,NA,7.1,13.5,0.53,5.7,7.1,0.795,3.4,6.8,10.2,0.8,0.5,1.8,2.9,5.7,19.9
2006-07,23,IND,NBA,PF,42,2,538,5.6,12.2,0.454,0,0,NA,5.6,12.2,0.454,5.2,6.4,0.802,3.6,5.8,9.4,1.3,0.3,1,3.3,5.8,16.3
2007-08,24,IND,NBA,PF,30,1,305,7.6,15.8,0.478,0,0,NA,7.6,15.8,0.478,4.7,5.5,0.851,4.5,5.5,10,1.2,0.8,0.4,2.4,5.1,19.8
2008-09,25,TOT,NBA,PF,29,1,215,6.5,12.4,0.527,0.2,0.3,0.5,6.4,12.1,0.528,6.7,8.9,0.755,4.4,5,9.4,0.5,0.5,0.5,2,3.9,19.9
2008-09,25,POR,NBA,PF,19,0,73,3,9.4,0.316,0,0,NA,3,9.4,0.316,7.4,9.9,0.75,5.9,2.5,8.4,0,0.5,1,3,4.4,13.3
2008-09,25,SAC,NBA,PF,10,1,142,8.4,13.9,0.6,0.3,0.5,0.5,8.1,13.4,0.604,6.3,8.4,0.758,3.5,6.3,9.9,0.8,0.5,0.3,1.5,3.5,23.3
2010-11,27,LAC,NBA,PF,36,0,470,6.4,11.3,0.561,0,0,NA,6.4,11.3,0.561,3.1,4.7,0.661,3.1,5.7,8.8,0.2,0.2,0.2,1.7,5.5,15.9
2011-12,28,SAS,NBA,PF,2,0,14,0,5.1,0,0,0,NA,0,5.1,0,5.1,5.1,1,0,2.6,2.6,0,0,0,2.6,2.6,5.1
Career,NA,,NBA,,225,18,2795,6.3,12.3,0.509,0,0,0.5,6.3,12.3,0.509,4.8,6.1,0.786,3.5,5.3,8.9,0.9,0.5,0.8,2.6,5.5,17.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,GSW,NBA,,86,14,1253,6.3,12,0.525,0,0,NA,6.3,12,0.525,4.9,6.1,0.807,3.3,5.1,8.4,1,0.5,1.2,2.8,5.7,17.5
2 seasons,NA,IND,NBA,,72,3,843,6.3,13.5,0.464,0,0,NA,6.3,13.5,0.464,5,6.1,0.818,3.9,5.7,9.6,1.3,0.5,0.8,2.9,5.6,17.6
1 season,NA,LAC,NBA,,36,0,470,6.4,11.3,0.561,0,0,NA,6.4,11.3,0.561,3.1,4.7,0.661,3.1,5.7,8.8,0.2,0.2,0.2,1.7,5.5,15.9
1 season,NA,POR,NBA,,19,0,73,3,9.4,0.316,0,0,NA,3,9.4,0.316,7.4,9.9,0.75,5.9,2.5,8.4,0,0.5,1,3,4.4,13.3
1 season,NA,SAC,NBA,,10,1,142,8.4,13.9,0.6,0.3,0.5,0.5,8.1,13.4,0.604,6.3,8.4,0.758,3.5,6.3,9.9,0.8,0.5,0.3,1.5,3.5,23.3
1 season,NA,SAS,NBA,,2,0,14,0,5.1,0,0,0,NA,0,5.1,0,5.1,5.1,1,0,2.6,2.6,0,0,0,2.6,2.6,5.1
