,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,23,HOU,NBA,PF,74,1820,.443,9.2,.802,.432,.198,.060,.112,.198,.485,.647,.326,.321,.231,.272,.575,.067,29,1.000,.098,.333,0,0
2001-02,24,HOU,NBA,PF,72,2484,.478,8.5,.981,.409,.205,.077,.290,.019,.487,.622,.412,.328,.392,.000,.442,.053,41,,.250,.000,1,0
2002-03,25,TOT,NBA,PF,66,1978,.465,6.1,1.000,.492,.240,.098,.170,.000,.465,.611,.381,.291,.263,,.550,.079,39,,,,0,0
2002-03,25,HOU,NBA,PF,20,586,.432,7.8,1.000,.405,.242,.074,.279,.000,.432,.662,.283,.357,.245,,.463,.042,7,,,,0,0
2002-03,25,PHI,NBA,PF,46,1392,.482,5.2,1.000,.537,.238,.111,.114,.000,.482,.591,.432,.268,.286,,.590,.098,32,,,,0,0
2003-04,26,PHI,NBA,PF,74,2699,.469,6.7,.994,.486,.197,.113,.198,.006,.470,.567,.394,.196,.466,.200,.624,.069,51,.000,.000,,1,0
2004-05,27,TOT,NBA,PF,73,2167,.470,11.9,.994,.284,.115,.092,.502,.006,.472,.550,.444,.292,.467,.200,.694,.052,38,1.000,.400,.500,0,0
2004-05,27,PHI,NBA,PF,47,1344,.456,11.9,.992,.288,.103,.099,.502,.008,.458,.518,.347,.255,.485,.250,.727,.042,20,1.000,.500,.500,0,0
2004-05,27,SAC,NBA,PF,26,823,.492,11.9,.997,.279,.134,.082,.502,.003,.493,.600,.561,.360,.438,.000,.647,.069,18,,.000,,0,0
2005-06,28,SAC,NBA,PF,82,2293,.505,8.0,.998,.475,.131,.075,.318,.002,.506,.676,.304,.378,.365,.000,.721,.093,54,,.000,,0,0
2006-07,29,SAC,NBA,PF,62,1412,.482,3.3,.997,.538,.426,.030,.003,.003,.483,.589,.380,.111,.000,.000,.678,.086,23,,.000,,0,0
2007-08,30,SAC,NBA,PF,23,281,.421,2.8,1.000,.658,.289,.053,.000,.000,.421,.520,.273,.000,,,.563,.105,4,,,,0,0
2008-09,31,SAC,NBA,PF,8,62,.375,2.5,1.000,.625,.375,.000,.000,.000,.375,.600,.000,,,,.333,.000,0,,,,0,0
2009-10,32,SAC,NBA,PF,26,313,.486,2.8,1.000,.629,.286,.057,.029,.000,.486,.591,.300,.500,.000,,.706,.000,0,,,,0,0
Career,,,NBA,,560,15509,.473,8.0,.973,.436,.198,.083,.256,.027,.480,.607,.379,.282,.405,.225,.606,.068,279,.963,.125,.267,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,SAC,NBA,,227,5184,.493,7.5,.998,.454,.211,.064,.268,.002,.494,.630,.374,.337,.395,.000,.688,.083,99,,.000,,0,0
3 seasons,,PHI,NBA,,167,5435,.468,7.8,.995,.440,.179,.109,.267,.005,.469,.564,.397,.228,.459,.222,.645,.068,103,.500,.222,.500,1,0
3 seasons,,HOU,NBA,,166,4890,.461,8.6,.927,.416,.208,.071,.232,.073,.479,.635,.367,.330,.345,.231,.481,.056,77,1.000,.120,.231,1,0
