,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,23,HOU,NBA,PF,74,1820,,,10%,56%,34%,+4.3,+3.3,51,28,86,19,59,0,179,18,47
2001-02,24,HOU,NBA,PF,72,2484,,,12%,83%,6%,-6.1,-1.3,59,43,83,23,154,0,325,30,65
2002-03,25,TOT,NBA,PF,66,1978,,,30%,70%,1%,+3.1,+1.4,37,37,72,16,90,0,244,25,56
2002-03,25,HOU,NBA,PF,20,586,,,16%,84%,1%,+0.5,-1.3,13,12,23,7,23,0,92,7,20
2002-03,25,PHI,NBA,PF,46,1392,,,36%,64%,1%,+4.2,+2.7,24,25,49,9,67,0,152,18,36
2003-04,26,PHI,NBA,PF,74,2699,,,5%,91%,5%,-3.3,-1.9,55,49,93,31,141,0,257,30,71
2004-05,27,TOT,NBA,PF,73,2167,,,1%,86%,13%,-2.0,-3.9,59,34,115,16,91,0,366,19,48
2004-05,27,PHI,NBA,PF,47,1344,,,,90%,10%,-3.4,-3.9,35,20,71,9,47,0,184,9,30
2004-05,27,SAC,NBA,PF,26,823,,,2%,80%,18%,+0.3,-2.8,24,14,44,7,44,0,182,10,18
2005-06,28,SAC,NBA,PF,82,2293,,,3%,95%,2%,-0.6,-5.4,54,37,83,16,97,22,377,28,50
2006-07,29,SAC,NBA,PF,62,1412,,,1%,83%,16%,-5.9,-6.3,29,22,69,17,36,11,173,6,33
2007-08,30,SAC,NBA,PF,23,281,,,,89%,11%,-17.6,-16.4,11,4,20,4,1,0,29,0,3
2008-09,31,SAC,NBA,PF,8,62,,,,92%,8%,-6.7,+2.8,1,0,6,0,0,1,2,0,0
2009-10,32,SAC,NBA,PF,26,313,,,,81%,19%,+2.5,+7.7,4,5,26,2,6,1,32,0,2
Career,,,NBA,,560,15509,,,8%,82%,10%,-1.8,-2.0,360,259,653,144,675,35,1984,156,375
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,SAC,NBA,,227,5184,,,2%,88%,10%,-2.7,-4.9,123,82,248,46,184,35,795,44,106
3 seasons,,PHI,NBA,,167,5435,,,12%,84%,5%,-1.4,-1.2,114,94,213,49,255,0,593,57,137
3 seasons,,HOU,NBA,,166,4890,,,12%,73%,16%,-1.4,+0.4,123,83,192,49,236,0,596,55,132
