Season,Team,Lg,Salary
1999-00,Houston Rockets,NBA,"$823,440"
2000-01,Houston Rockets,NBA,"$885,120"
2001-02,Houston Rockets,NBA,"$946,920"
2002-03,Philadelphia 76ers,NBA,"$1,557,684"
2003-04,Philadelphia 76ers,NBA,"$5,500,000"
2004-05,Philadelphia 76ers,NBA,"$6,000,000"
2005-06,Sacramento Kings,NBA,"$6,500,000"
2006-07,Sacramento Kings,NBA,"$7,187,500"
2007-08,Sacramento Kings,NBA,"$7,875,000"
2008-09,Sacramento Kings,NBA,"$8,562,500"
2009-10,Sacramento Kings,NBA,"$8,775,000"
Career,(may be incomplete),,"$54,613,164"
