,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,22,ATL,NBA,PF,7,237,,,1%,98%,1%,-18.3,-13.2,12,6,12,6,17,7,44,2,6
2008-09,23,ATL,NBA,PF,11,410,,,,98%,2%,-7.8,+6.0,9,6,17,2,34,4,52,7,11
2009-10,24,ATL,NBA,PF,11,392,,,1%,99%,,-9.3,-3.2,6,7,17,3,21,8,67,6,5
2010-11,25,ATL,NBA,PF,12,438,,,50%,49%,,-3.6,+5.6,13,10,17,3,32,3,77,7,11
2011-12,26,ATL,NBA,PF,5,196,,,,81%,19%,-0.9,+12.3,10,4,6,1,8,0,52,1,5
2012-13,27,ATL,NBA,PF,6,199,,,25%,62%,13%,-3.7,+6.7,9,5,9,0,15,1,50,2,3
2014-15,29,HOU,NBA,PF,17,396,,,,96%,4%,+0.7,+4.9,25,6,16,5,17,2,103,4,9
2015-16,30,HOU,NBA,PF,4,38,,,,92%,8%,-21.5,-2.0,1,2,1,1,0,0,8,0,0
Career,,,NBA,,73,2306,,,12%,84%,4%,-6.1,+2.7,85,46,95,21,144,25,453,29,50
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,ATL,NBA,,52,1872,,,15%,81%,4%,-7.3,+2.3,59,38,78,15,127,23,342,25,41
2 seasons,,HOU,NBA,,21,434,,,,96%,4%,-1.2,+4.3,26,8,17,6,17,2,111,4,9
