Season,Team,Lg,Salary
1991-92,Detroit Pistons,NBA,"$130,000"
1992-93,Minnesota Timberwolves,NBA,"$225,000"
1995-96,Washington Bullets,NBA,"$300,000"
Career,(may be incomplete),,"$655,000"
