Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Eddie Hughes,,1,0.4,0,NA
Willie Smith,88.2,1,0.3,0,0
Nate Hawthorne,86.0,1.1,0.5,0.1,NA
Tate George,84.1,1.1,0.4,0,-0.1
Bryan Warrick,83.8,1,0.5,0.1,0
Stan Pietkiewicz,83.2,1,0.6,0,NA
Sundiata Gaines,80.9,1,0.5,-0.1,NA
Tarence Kinsey,80.1,0.9,0.6,0,NA
Kyle Weaver,79.7,1.2,0.3,0,NA
Kelvin Upshaw,76.3,1,0.3,0.3,NA
Phil Rollins,76.0,1.1,0.7,0.1,NA
