,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,23,PHI,NBA,PG,26,224,99%,1%,,,,-1.3,+10.0,6,3,7,3,6,2,96,1,10
2014-15,24,MIN,NBA,PG,29,549,46%,54%,,,,-9.1,+0.6,19,8,25,0,6,3,209,1,9
2015-16,25,PHO,NBA,PG,8,61,100%,,,,,-27.3,-20.3,4,2,1,2,2,0,25,2,0
2017-18,27,TOR,NBA,PG,14,139,13%,80%,7%,,,+17.3,+9.6,1,1,5,0,1,0,35,0,1
2018-19,28,TOR,NBA,PG,26,212,24%,59%,17%,,,-5.3,-11.9,13,2,7,1,2,0,69,1,7
Career,,,NBA,,103,1185,51%,45%,4%,,,-4.8,+0.1,43,16,45,6,17,5,434,5,27
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,TOR,NBA,,40,351,20%,67%,13%,,,+3.6,-3.4,14,3,12,1,3,0,104,1,8
1 season,,MIN,NBA,,29,549,46%,54%,,,,-9.1,+0.6,19,8,25,0,6,3,209,1,9
1 season,,PHI,NBA,,26,224,99%,1%,,,,-1.3,+10.0,6,3,7,3,6,2,96,1,10
1 season,,PHO,NBA,,8,61,100%,,,,,-27.3,-20.3,4,2,1,2,2,0,25,2,0
