,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,19,NOH,NBA,PF,64,1846,,,,61%,39%,-5.3,-1.2,29,29,75,21,106,10,144,31,47
2013-14,20,NOP,NBA,PF,67,2358,,,,54%,47%,-1.8,+1.9,31,27,110,30,195,16,238,43,68
2014-15,21,NOP,NBA,PF,68,2455,,,,64%,36%,+5.6,+11.4,26,36,83,19,200,9,351,51,57
2015-16,22,NOP,NBA,C,61,2164,,,,46%,54%,-4.7,-1.8,36,46,78,18,169,6,274,36,54
2016-17,23,NOP,NBA,C,75,2708,,,,36%,64%,+1.2,+9.7,54,73,75,34,271,11,380,72,55
2017-18,24,NOP,NBA,PF,75,2727,,,,49%,51%,+5.2,+11.0,50,65,94,19,242,7,423,66,46
2018-19,25,NOP,NBA,C,56,1850,,,,4%,96%,+3.3,+8.7,44,35,84,15,175,14,516,43,40
2019-20,26,LAL,NBA,PF,55,1889,,,,62%,38%,+6.5,-2.7,60,43,89,14,162,13,420,50,36
Career,,,NBA,,521,17997,,,,47%,53%,+1.4,+5.2,330,354,688,170,1520,86,2746,392,403
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,"NOH,NOP",NBA,,466,16108,,,,45%,55%,+0.8,+6.1,270,311,599,156,1358,73,2326,342,367
1 season,,LAL,NBA,,55,1889,,,,62%,38%,+6.5,-2.7,60,43,89,14,162,13,420,50,36
