Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2012-13,19,NOH,NBA,PF,64,60,1846,10.3,19.9,0.516,0,0.2,0,10.3,19.7,0.521,5,6.6,0.751,4.8,10.5,15.3,1.9,2.2,3.3,2.6,4.6,25.5,NA,113,104
2013-14,20,NOP,NBA,PF,67,66,2358,11.5,22.2,0.519,0,0.2,0.222,11.5,22,0.522,7.7,9.7,0.791,4.6,10.3,14.9,2.3,2,4.2,2.4,4.4,30.8,NA,119,104
2014-15,21,NOP,NBA,PF,68,68,2455,13.7,25.7,0.535,0,0.3,0.083,13.7,25.4,0.54,7.9,9.9,0.805,3.7,11.2,14.9,3.2,2.1,4.3,2,3,35.4,NA,122,100
2015-16,22,NOP,NBA,C,61,61,2164,12.8,26,0.493,0.8,2.5,0.324,12,23.6,0.511,7.5,9.9,0.758,3,11.4,14.4,2.7,1.8,2.9,2.8,3.4,33.9,NA,110,104
2016-17,23,NOP,NBA,C,75,75,2708,13.9,27.6,0.505,0.7,2.4,0.299,13.2,25.2,0.524,9.4,11.7,0.802,3.1,12.9,16,2.8,1.7,3,3.3,3,38,NA,112,102
2017-18,24,NOP,NBA,PF,75,75,2727,13.7,25.6,0.534,1,2.8,0.34,12.7,22.8,0.558,8.7,10.5,0.828,3.3,11.3,14.6,3,2,3.4,2.8,2.8,36.9,NA,119,102
2018-19,25,NOP,NBA,C,56,56,1850,13.3,25.8,0.517,1.2,3.6,0.331,12.1,22.1,0.547,8.6,10.9,0.794,4.4,12.5,16.9,5.5,2.2,3.4,2.8,3.3,36.5,NA,122,105
2019-20,26,LAL,NBA,PF,55,55,1889,12.8,25,0.511,1.6,4.9,0.335,11.2,20.2,0.554,9.7,11.5,0.845,3.1,9.9,13,4.3,2.1,3.4,3.4,3.5,37,NA,121,101
Career,NA,,NBA,,521,516,17997,12.9,25,0.517,0.7,2.1,0.319,12.2,22.8,0.535,8.2,10.2,0.801,3.7,11.3,15,3.2,2,3.5,2.8,3.4,34.6,NA,117,103
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"NOH,NOP",NBA,,466,461,16108,12.9,24.9,0.517,0.6,1.8,0.314,12.3,23.2,0.533,8,10,0.795,3.8,11.5,15.2,3.1,2,3.5,2.7,3.4,34.4,NA,117,103
1 season,NA,LAL,NBA,,55,55,1889,12.8,25,0.511,1.6,4.9,0.335,11.2,20.2,0.554,9.7,11.5,0.845,3.1,9.9,13,4.3,2.1,3.4,3.4,3.5,37,NA,121,101
