Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,29,WSC,BAA,NA,58,NA,NA,NA,NA,0.273,NA,NA,0.73,NA,NA,NA,NA
1947-48,30,WSC,BAA,NA,47,NA,NA,NA,NA,0.205,NA,NA,0.813,NA,NA,NA,NA
1948-49,31,TOT,BAA,NA,42,NA,NA,NA,NA,0.261,NA,NA,0.781,NA,NA,NA,NA
1948-49,31,BLB,BAA,NA,29,NA,NA,NA,NA,0.253,NA,NA,0.768,NA,NA,NA,NA
1948-49,31,PHW,BAA,NA,13,NA,NA,NA,NA,0.292,NA,NA,0.875,NA,NA,NA,NA
Career,NA,,BAA,NA,147,NA,NA,NA,NA,0.246,NA,NA,0.771,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,WSC,BAA,NA,105,NA,NA,NA,NA,0.243,NA,NA,0.769,NA,NA,NA,NA
1 season,NA,BLB,BAA,NA,29,NA,NA,NA,NA,0.253,NA,NA,0.768,NA,NA,NA,NA
1 season,NA,PHW,BAA,NA,13,NA,NA,NA,NA,0.292,NA,NA,0.875,NA,NA,NA,NA
