Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,29,WSC,BAA,NA,58,NA,NA,0.325,0.232,NA,NA,NA,NA,NA,1.6,3.9,5.4,NA
1947-48,30,WSC,BAA,NA,47,NA,NA,0.28,0.266,NA,NA,NA,NA,NA,-1.5,2.4,1,NA
1948-49,31,TOT,BAA,NA,42,NA,NA,0.331,0.283,NA,NA,NA,NA,NA,-0.5,0.6,0.1,NA
1948-49,31,BLB,BAA,NA,29,NA,NA,0.328,0.315,NA,NA,NA,NA,NA,-0.4,0.3,-0.2,NA
1948-49,31,PHW,BAA,NA,13,NA,NA,0.34,0.167,NA,NA,NA,NA,NA,-0.1,0.3,0.3,NA
Career,NA,,BAA,NA,147,NA,NA,0.309,0.253,NA,NA,NA,NA,NA,-0.4,6.9,6.5,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,WSC,BAA,NA,105,NA,NA,0.305,0.247,NA,NA,NA,NA,NA,0.1,6.3,6.4,NA
1 season,NA,BLB,BAA,NA,29,NA,NA,0.328,0.315,NA,NA,NA,NA,NA,-0.4,0.3,-0.2,NA
1 season,NA,PHW,BAA,NA,13,NA,NA,0.34,0.167,NA,NA,NA,NA,NA,-0.1,0.3,0.3,NA
