Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,29,WSC,BAA,NA,6,NA,NA,NA,NA,0.16,NA,NA,0.684,NA,NA,NA,NA
1948-49,31,PHW,BAA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Career,NA,,BAA,NA,8,NA,NA,NA,NA,0.155,NA,NA,0.684,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,WSC,BAA,NA,6,NA,NA,NA,NA,0.16,NA,NA,0.684,NA,NA,NA,NA
1 season,NA,PHW,BAA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
