,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1977-78,23,TOT,NBA,,13,,,,,,11,13,,,,,,,,,30,
1977-78,23,CLE,NBA,,5,9,,,,,3,3,,,2,6,,1,,2,11,
1977-78,23,NJN,NBA,,13,,,,,,11,13,,,,,,,,,30,
1978-79,24,NJN,NBA,,11,,,,,,9,13,,,,,,,,,29,
1979-80,25,NJN,NBA,,12,,2,,,,9,10,,,,,,,,,28,
1980-81,26,TOT,NBA,,8,,2,,,,7,7,,,,,,,,,18,
1980-81,26,NJN,NBA,,5,11,2,,4,,4,6,,,4,8,,,,,14,
1980-81,26,LAL,NBA,,8,,1,,,,7,7,,,,,,,,,18,
1981-82,27,LAL,NBA,,7,11,1,,7,,9,10,,,5,9,,,,5,17,
1982-83,28,LAL,NBA,,6,11,1,,6,,2,3,,,3,9,,,,4,12,
1983-84,29,TOT,NBA,,3,8,0,2,3,7,2,4,1,2,3,8,6,0,4,5,8,8.2
1983-84,29,POR,NBA,,3,8,0,2,3,7,2,4,1,2,3,8,6,0,3,5,8,8.2
1983-84,29,LAL,NBA,,2,4,0,0,2,4,1,2,0,2,2,3,2,0,4,3,4,2.9
Career,,,,,13,,,,,,11,13,,,,,,,,,30,
4 Seasons,,NJN,NBA,,13,,,,,,11,13,,,,,,,,,30,
4 Seasons,,LAL,NBA,,8,,1,,,,9,10,,,,,,,,,18,
1 Season,,CLE,NBA,,5,9,,,,,3,3,,,2,6,,1,,2,11,
1 Season,,POR,NBA,,3,8,0,2,3,7,2,4,1,2,3,8,6,0,3,5,8,8.2
