,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,25,DLC,ABA,,18,,1,,,,15,19,,,,,,,,,43
1968-69,26,DLC,ABA,,15,,1,,,,17,19,,,,,,,,,37
1969-70,27,DLC,ABA,,14,,1,,,,14,17,,,,,,,,,37
1970-71,28,KEN,ABA,,13,,1,,,,11,14,,,,,,,,,30
1971-72,29,KEN,ABA,,15,,2,,,,11,14,,,,,,,,,37
1972-73,30,UTS,ABA,,17,,1,,,,11,14,,,,,,,,,42
1973-74,31,VIR,ABA,,13,,1,,,,9,14,,,,,,,,,30
1974-75,32,VIR,ABA,,11,,1,,,,6,10,,,,,,,,,24
Career,,,,,18,,2,,,,17,19,,,,,,,,,43
3 Seasons,,DLC,ABA,,18,,1,,,,17,19,,,,,,,,,43
2 Seasons,,KEN,ABA,,15,,2,,,,11,14,,,,,,,,,37
2 Seasons,,VIR,ABA,,13,,1,,,,9,14,,,,,,,,,30
1 Season,,UTS,ABA,,17,,1,,,,11,14,,,,,,,,,42
