Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,27,DLC,ABA,SF,1,NA,26:00,5,9,0.556,0,0,NA,2,2,1,NA,7,0,NA,NA,NA,1,12
1970-71,28,KEN,ABA,SF,1,NA,21:00,4,6,0.667,0,0,NA,3,3,1,3,10,0,NA,NA,2,2,11
Career,NA,,ABA,,2,NA,47,9,15,0.6,0,0,NA,5,5,1,3,17,0,NA,NA,2,3,23
