Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,23,CIN,NBA,SF,2,NA,6,6,24,0.25,6,6,1,12,0,0,18
Career,NA,,NBA,,2,NA,6,6,24,0.25,6,6,1,12,0,0,18
