Season,Team,Lg,Salary
1985-86,Phoenix Suns,NBA,"$120,000"
1987-88,Phoenix Suns,NBA,"$150,000"
1988-89,Houston Rockets,NBA,"$200,000"
Career,(may be incomplete),,"$470,000"
