Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1968-69,24,OAK,ABA,SF,70,1067,7,0.497,0,0.175,NA,NA,8.1,5.8,18,13,NA,0.6,0.8,1.3,0.06
Career,NA,,ABA,,70,1067,7,0.497,0,0.175,NA,NA,8.1,5.8,18,13,NA,0.6,0.8,1.3,0.06
