,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1977-78,22,PHI,NBA,,3,7,2,3,,,2,1,,,,3,6,
1978-79,23,SAS,NBA,,4,,4,4,,,,,,,,,11,
Career,,,,,4,,4,4,,,,,,,,,11,
1 Season,,SAS,NBA,,4,,4,4,,,,,,,,,11,
1 Season,,PHI,NBA,,3,7,2,3,,,2,1,,,,3,6,
