Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1977-78,22,PHI,NBA,PF,6,NA,21,10.5,27.4,0.385,6.3,14.8,0.429,0,10.5,10.5,4.2,0,0,10.5,10.5,27.4,NA,68,101
1978-79,23,SAS,NBA,PF,26,NA,221,6.1,14.7,0.413,4.5,7.5,0.605,5.3,7.3,12.6,3.7,1.6,2,3.9,6.9,16.7,NA,96,101
Career,NA,,NBA,,32,NA,242,6.5,15.8,0.409,4.7,8.1,0.578,4.9,7.5,12.4,3.8,1.4,1.8,4.5,7.2,17.6,NA,92,101
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SAS,NBA,,26,NA,221,6.1,14.7,0.413,4.5,7.5,0.605,5.3,7.3,12.6,3.7,1.6,2,3.9,6.9,16.7,NA,96,101
1 season,NA,PHI,NBA,,6,NA,21,10.5,27.4,0.385,6.3,14.8,0.429,0,10.5,10.5,4.2,0,0,10.5,10.5,27.4,NA,68,101
