Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1982-83,24,DEN,NBA,PF,1,0,14:00,3,4,0.75,0,0,NA,1,2,0.5,0,3,1,1,0,0,0,7
1983-84,25,DEN,NBA,PF,1,0,26:00,7,13,0.538,0,0,NA,0,0,NA,1,3,1,0,0,0,2,14
Career,NA,,NBA,,2,0,40,10,17,0.588,0,0,NA,1,2,0.5,1,6,2,1,0,0,2,21
