Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1968-69,23,NYK,NBA,SF,10,108,12.8,0.565,0.41,NA,NA,NA,4,NA,NA,NA,0.3,0.1,0.4,0.185,NA,NA,NA,NA,NA
1969-70,24,NYK,NBA,SG,19,296,14.2,0.527,0.321,NA,NA,NA,12,NA,NA,NA,0.5,0.4,0.9,0.143,NA,NA,NA,NA,NA
1970-71,25,NYK,NBA,SF,12,168,7.5,0.414,0.154,NA,NA,8.2,7.2,NA,NA,NA,-0.1,0.2,0.1,0.025,NA,NA,NA,NA,NA
1971-72,26,BAL,NBA,SF,6,161,17.7,0.627,0.368,NA,NA,5.1,12.8,NA,NA,NA,0.7,0,0.7,0.194,NA,NA,NA,NA,NA
1972-73,27,BAL,NBA,SF,5,231,11,0.517,0.387,NA,NA,4.4,8.9,NA,NA,NA,0.3,-0.1,0.2,0.046,NA,NA,NA,NA,NA
1973-74,28,CAP,NBA,SF,7,267,9.9,0.457,0.184,2.8,6.5,4.7,9.4,0.8,0.4,NA,0.1,0.1,0.2,0.036,NA,-1.9,-0.8,-2.6,0
1974-75,29,WSB,NBA,SF,17,378,9.2,0.422,0.119,3.4,7.4,5.5,10.3,1.9,0.3,NA,-0.3,0.4,0.1,0.012,NA,-2.3,-0.3,-2.6,-0.1
1975-76,30,WSB,NBA,SF,6,31,4.2,0.375,0,3.7,15.4,10,5,0,0,NA,-0.1,0,0,-0.022,NA,-5.3,-1.3,-6.6,0
1976-77,31,WSB,NBA,SF,2,8,-1.9,0,0,0,25.4,13.1,14.6,0,0,NA,-0.1,0,-0.1,-0.313,NA,-10.2,-1.8,-12,0
Career,NA,,NBA,,84,1648,11.2,0.488,0.243,3.2,7.6,5.6,9.7,1.4,0.3,NA,1.3,1.2,2.5,0.072,NA,-2.3,-0.5,-2.9,-0.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"BAL,CAP,WSB",NBA,,43,1076,10.8,0.478,0.215,3.2,7.6,5.2,10,1.4,0.3,NA,0.6,0.5,1.1,0.049,NA,-2.3,-0.5,-2.9,-0.2
3 seasons,NA,NYK,NBA,,41,572,12,0.507,0.295,NA,NA,8.2,9.1,NA,NA,NA,0.7,0.7,1.4,0.116,NA,NA,NA,NA,NA
