Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,23,NYK,NBA,SF,54,NA,397,4.4,13.1,0.34,2.5,3.8,0.667,NA,NA,5.2,4.2,NA,NA,8.4,11.4
1969-70,24,NYK,NBA,SG,81,NA,1677,5.5,11.8,0.464,2.4,3.5,0.691,NA,NA,4.2,4.3,NA,NA,4.1,13.4
1970-71,25,NYK,NBA,SF,82,NA,1320,4.4,10.6,0.418,1.8,2.9,0.62,NA,NA,4.6,3.3,NA,NA,4.1,10.7
1971-72,26,TOT,NBA,SF,58,NA,1377,6.1,13,0.467,2.2,3.2,0.677,NA,NA,3.3,3.3,NA,NA,3.4,14.4
1971-72,26,NYK,NBA,SF,4,NA,33,4.4,12,0.364,0,1.1,0,NA,NA,1.1,2.2,NA,NA,2.2,8.7
1971-72,26,BAL,NBA,SF,54,NA,1344,6.1,13.1,0.469,2.3,3.3,0.683,NA,NA,3.4,3.3,NA,NA,3.4,14.5
1972-73,27,BAL,NBA,SF,82,NA,3466,6.8,13.3,0.51,1.9,2.3,0.821,NA,NA,4.2,4.4,NA,NA,2.2,15.4
1973-74,28,CAP,NBA,SF,81,NA,3230,6.4,13.6,0.472,1.5,1.9,0.782,1.3,2.9,4.2,2.9,1.1,0.2,2.6,14.4
1974-75,29,WSB,NBA,SF,74,NA,2191,8.5,17.4,0.492,1.6,1.9,0.838,1.5,3.2,4.7,3.3,1.2,0.1,3.9,18.7
1975-76,30,WSB,NBA,SF,78,NA,1943,5.4,12.3,0.44,1.3,1.8,0.74,0.8,2.6,3.5,2.3,1,0.2,3.7,12.1
1976-77,31,WSB,NBA,SF,49,NA,289,4.2,11.7,0.362,1.4,1.9,0.733,0.9,2.5,3.4,2.5,0.4,0.2,4.1,9.8
Career,NA,,NBA,,639,NA,15890,6.3,13.4,0.47,1.8,2.4,0.744,1.2,2.9,4.1,3.5,1.1,0.2,3.4,14.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"BAL,CAP,WSB",NBA,,418,NA,12463,6.7,13.9,0.48,1.7,2.1,0.779,1.2,2.9,4.1,3.3,1.1,0.2,3,15
4 seasons,NA,NYK,NBA,,221,NA,3427,4.9,11.5,0.43,2.2,3.3,0.661,NA,NA,4.4,3.9,NA,NA,4.6,12.1
