Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1968-69,23,NYK,NBA,SF,54,397,6.2,0.388,0.292,NA,NA,NA,14.7,NA,NA,NA,-0.6,0.4,-0.1,-0.016,NA,NA,NA,NA,NA
1969-70,24,NYK,NBA,SG,81,1677,11.5,0.502,0.301,NA,NA,NA,14.8,NA,NA,NA,1.2,2.6,3.8,0.108,NA,NA,NA,NA,NA
1970-71,25,NYK,NBA,SF,82,1320,8.8,0.449,0.278,NA,NA,5.8,11.5,NA,NA,NA,-0.2,2,1.7,0.063,NA,NA,NA,NA,NA
1971-72,26,TOT,NBA,SF,58,1377,11.6,0.497,0.248,NA,NA,4.4,12.8,NA,NA,NA,1.1,1,2.1,0.072,NA,NA,NA,NA,NA
1971-72,26,NYK,NBA,SF,4,33,3.2,0.35,0.091,NA,NA,1.5,7.9,NA,NA,NA,-0.1,0,-0.1,-0.083,NA,NA,NA,NA,NA
1971-72,26,BAL,NBA,SF,54,1344,11.8,0.5,0.252,NA,NA,4.4,13,NA,NA,NA,1.1,1,2.1,0.076,NA,NA,NA,NA,NA
1972-73,27,BAL,NBA,SF,82,3466,15.6,0.54,0.171,NA,NA,5.5,16.6,NA,NA,NA,6.8,4.2,11.1,0.154,NA,NA,NA,NA,NA
1973-74,28,CAP,NBA,SF,81,3230,12.5,0.496,0.142,3.5,7.8,5.6,11.6,1.4,0.2,NA,3.5,3.5,7,0.104,NA,-0.8,0.5,-0.4,1.3
1974-75,29,WSB,NBA,SF,74,2191,15.1,0.513,0.111,4.1,8.9,6.5,13.7,1.5,0.1,NA,3.1,3,6.1,0.134,NA,0.1,0.2,0.3,1.3
1975-76,30,WSB,NBA,SF,78,1943,9.2,0.464,0.145,2.4,7.4,5,8.9,1.3,0.3,NA,-0.1,1.8,1.7,0.042,NA,-3,-0.1,-3.1,-0.6
1976-77,31,WSB,NBA,SF,49,289,5.6,0.393,0.16,2.5,7,4.8,9,0.5,0.4,NA,-0.3,0.2,-0.1,-0.024,NA,-4.5,-1,-5.5,-0.3
Career,NA,,NBA,,639,15890,12.3,0.498,0.18,3.4,8,5.5,13.1,1.4,0.2,NA,14.5,18.7,33.2,0.1,NA,-1.2,0.2,-1.1,1.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"BAL,CAP,WSB",NBA,,418,12463,13.1,0.505,0.155,3.4,8,5.5,13,1.4,0.2,NA,14.2,13.7,27.9,0.108,NA,-1.2,0.2,-1.1,1.8
4 seasons,NA,NYK,NBA,,221,3427,9.7,0.467,0.289,NA,NA,5.7,13.4,NA,NA,NA,0.3,5,5.3,0.074,NA,NA,NA,NA,NA
