Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,23,NYK,NBA,SF,54,NA,397,49,144,0.34,28,42,0.667,NA,NA,57,46,NA,NA,93,126
1969-70,24,NYK,NBA,SG,81,NA,1677,255,549,0.464,114,165,0.691,NA,NA,194,201,NA,NA,192,624
1970-71,25,NYK,NBA,SF,82,NA,1320,162,388,0.418,67,108,0.62,NA,NA,169,121,NA,NA,151,391
1971-72,26,TOT,NBA,SF,58,NA,1377,233,499,0.467,84,124,0.677,NA,NA,128,126,NA,NA,129,550
1971-72,26,NYK,NBA,SF,4,NA,33,4,11,0.364,0,1,0,NA,NA,1,2,NA,NA,2,8
1971-72,26,BAL,NBA,SF,54,NA,1344,229,488,0.469,84,123,0.683,NA,NA,127,124,NA,NA,127,542
1972-73,27,BAL,NBA,SF,82,NA,3466,652,1278,0.51,179,218,0.821,NA,NA,404,426,NA,NA,216,1483
1973-74,28,CAP,NBA,SF,81,NA,3230,577,1223,0.472,136,174,0.782,120,260,380,264,102,14,237,1290
1974-75,29,WSB,NBA,SF,74,NA,2191,520,1057,0.492,98,117,0.838,90,194,284,198,72,6,238,1138
1975-76,30,WSB,NBA,SF,78,NA,1943,291,662,0.44,71,96,0.74,44,143,187,122,54,13,201,653
1976-77,31,WSB,NBA,SF,49,NA,289,34,94,0.362,11,15,0.733,7,20,27,20,3,2,33,79
Career,NA,,NBA,,639,NA,15890,2773,5894,0.47,788,1059,0.744,261,617,1830,1524,231,35,1490,6334
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"BAL,CAP,WSB",NBA,,418,NA,12463,2303,4802,0.48,579,743,0.779,261,617,1409,1154,231,35,1052,5185
4 seasons,NA,NYK,NBA,,221,NA,3427,470,1092,0.43,209,316,0.661,NA,NA,421,370,NA,NA,438,1149
