Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1960-61,24,DET,NBA,SG,5,NA,26,5,15.6,0.321,2.6,3.8,0.684,3.8,2.8,2.6,12.6
1961-62,25,DET,NBA,SG,8,NA,39.6,8.9,21.4,0.415,2.8,3.4,0.815,3.4,3.1,2.8,20.5
1962-63,26,DET,NBA,SG,4,NA,38.8,8.3,20.8,0.398,4.8,5.5,0.864,3,4.8,4.5,21.3
1964-65,28,BAL,NBA,SG,10,NA,43.2,10,20.8,0.481,6.1,7.8,0.782,6.4,2.7,4.6,26.1
1965-66,29,BAL,NBA,PG,3,NA,37,11.3,22.3,0.507,4,5.3,0.75,4.7,2.7,4.3,26.7
1967-68,31,STL,NBA,PG,6,NA,23.8,4.5,9.3,0.482,2.5,3.7,0.682,2,3.5,2.8,11.5
1968-69,32,ATL,NBA,SG,11,NA,17.6,2.7,7.8,0.349,1.2,2,0.591,1.2,1.5,2.3,6.6
Career,NA,,NBA,,47,NA,31.5,6.8,15.9,0.427,3.3,4.4,0.752,3.4,2.8,3.3,16.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"STL,ATL",NBA,,17,NA,19.8,3.4,8.4,0.401,1.6,2.6,0.636,1.5,2.2,2.5,8.4
3 seasons,NA,DET,NBA,,17,NA,35.4,7.6,19.5,0.389,3.2,4,0.794,3.4,3.4,3.1,18.4
2 seasons,NA,BAL,NBA,,13,NA,41.8,10.3,21.2,0.487,5.6,7.2,0.777,6,2.7,4.5,26.2
