Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1960-61,24,DET,NBA,SG,5,NA,130,6.9,21.6,0.321,3.6,5.3,0.684,5.3,3.9,3.6,17.4
1961-62,25,DET,NBA,SG,8,NA,317,8.1,19.4,0.415,2.5,3.1,0.815,3.1,2.8,2.5,18.6
1962-63,26,DET,NBA,SG,4,NA,155,7.7,19.3,0.398,4.4,5.1,0.864,2.8,4.4,4.2,19.7
1964-65,28,BAL,NBA,SG,10,NA,432,8.3,17.3,0.481,5.1,6.5,0.782,5.3,2.3,3.8,21.7
1965-66,29,BAL,NBA,PG,3,NA,111,11,21.7,0.507,3.9,5.2,0.75,4.5,2.6,4.2,25.9
1967-68,31,STL,NBA,PG,6,NA,143,6.8,14.1,0.482,3.8,5.5,0.682,3,5.3,4.3,17.4
1968-69,32,ATL,NBA,SG,11,NA,194,5.6,16,0.349,2.4,4.1,0.591,2.4,3,4.6,13.5
Career,NA,,NBA,,47,NA,1482,7.8,18.2,0.427,3.8,5,0.752,3.9,3.2,3.7,19.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"STL,ATL",NBA,,17,NA,337,6.1,15.2,0.401,3,4.7,0.636,2.7,4,4.5,15.2
3 seasons,NA,DET,NBA,,17,NA,602,7.7,19.9,0.389,3.2,4.1,0.794,3.5,3.5,3.2,18.7
2 seasons,NA,BAL,NBA,,13,NA,543,8.9,18.2,0.487,4.8,6.2,0.777,5.2,2.3,3.9,22.6
