Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1960-61,24,DET,NBA,SG,5,130,8.5,0.365,0.244,NA,NA,NA,15,NA,-0.3,0,-0.2,-0.091
1961-62,25,DET,NBA,SG,8,317,11.8,0.448,0.158,NA,NA,NA,11.2,NA,0.1,0,0.2,0.025
1962-63,26,DET,NBA,SG,4,155,14.3,0.459,0.265,NA,NA,NA,20.8,NA,0,0.2,0.2,0.057
1964-65,28,BAL,NBA,SG,10,432,17.5,0.539,0.375,NA,NA,NA,9.3,NA,1.2,0.3,1.4,0.159
1965-66,29,BAL,NBA,PG,3,111,21,0.54,0.239,NA,NA,NA,11.5,NA,0.3,0,0.4,0.165
1967-68,31,STL,NBA,PG,6,143,14.3,0.525,0.393,NA,NA,NA,22.5,NA,0.3,0.1,0.3,0.115
1968-69,32,ATL,NBA,SG,11,194,6.9,0.381,0.256,NA,NA,NA,12,NA,-0.3,0.2,-0.2,-0.044
Career,NA,,NBA,,47,1482,13.7,0.473,0.275,NA,NA,NA,13.2,NA,1.3,0.8,2.1,0.067
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"STL,ATL",NBA,,17,337,10.1,0.44,0.31,NA,NA,NA,16.4,NA,-0.1,0.3,0.2,0.024
3 seasons,NA,DET,NBA,,17,602,11.7,0.431,0.205,NA,NA,NA,14.5,NA,-0.1,0.2,0.1,0.008
2 seasons,NA,BAL,NBA,,13,543,18.2,0.539,0.342,NA,NA,NA,9.8,NA,1.5,0.3,1.8,0.16
