Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1960-61,24,DET,NBA,SG,79,2172,11.7,0.437,0.256,NA,NA,NA,NA,NA,0.4,0.8,1.2,0.026
1961-62,25,DET,NBA,SG,77,2526,13.7,0.477,0.224,NA,NA,NA,NA,NA,2.7,1.8,4.5,0.085
1962-63,26,DET,NBA,SG,80,2961,13.6,0.478,0.262,NA,NA,NA,NA,NA,2.2,1.9,4.1,0.067
1963-64,27,DET,NBA,SG,71,2366,12.2,0.447,0.27,NA,NA,NA,NA,NA,0.1,0.8,0.8,0.017
1964-65,28,BAL,NBA,SG,77,2821,13.5,0.484,0.299,NA,NA,NA,13,NA,3.4,0.5,3.9,0.066
1965-66,29,BAL,NBA,PG,73,2645,14.9,0.493,0.322,NA,NA,NA,15.4,NA,3.6,1.4,5.1,0.092
1966-67,30,BAL,NBA,SG,58,2024,15.3,0.51,0.353,NA,NA,NA,11.6,NA,3.4,1.1,4.4,0.104
1967-68,31,TOT,NBA,PG,70,1919,13,0.49,0.285,NA,NA,NA,11.6,NA,1.7,1.4,3.2,0.079
1967-68,31,BAL,NBA,PG,39,1096,13.4,0.481,0.276,NA,NA,NA,10.6,NA,0.7,0.9,1.6,0.069
1967-68,31,STL,NBA,PG,31,823,12.5,0.504,0.299,NA,NA,NA,12.9,NA,1,0.6,1.6,0.093
1968-69,32,ATL,NBA,SG,76,1995,11.5,0.462,0.231,NA,NA,NA,15.4,NA,0.6,1.3,1.9,0.046
1969-70,33,ATL,NBA,SG,66,984,10.5,0.508,0.194,NA,NA,NA,12.7,NA,0.8,0.4,1.2,0.057
Career,NA,,NBA,,727,22413,13.2,0.477,0.275,NA,NA,NA,13.4,NA,18.8,11.4,30.2,0.065
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DET,NBA,,307,10025,12.9,0.461,0.253,NA,NA,NA,NA,NA,5.3,5.3,10.6,0.051
4 seasons,NA,BAL,NBA,,247,8586,14.3,0.493,0.317,NA,NA,NA,13.1,NA,11.1,3.9,14.9,0.084
3 seasons,NA,"STL,ATL",NBA,,173,3802,11.5,0.482,0.237,NA,NA,NA,14.1,NA,2.4,2.3,4.7,0.059
