,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,25,SEA,NBA,SF,9,142,,,59%,40%,1%,-8.8,-12.7,1,0,10,0,8,0,18,2,3
2002-03,26,SEA,NBA,SF,45,448,,2%,76%,23%,,-7.4,-8.5,9,7,24,4,6,0,52,1,10
2003-04,27,SEA,NBA,SF,57,583,,2%,66%,32%,,+0.8,+1.7,8,8,27,5,21,0,47,7,13
2004-05,28,GSW,NBA,SF,16,128,,15%,68%,17%,,-10.8,-8.6,3,1,6,1,9,0,26,2,6
Career,,,NBA,,127,1301,,3%,69%,28%,,-4.2,-4.4,21,16,67,10,44,0,143,12,32
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,SEA,NBA,,111,1173,,2%,69%,29%,,-3.5,-3.9,18,15,61,9,35,0,117,10,26
1 season,,GSW,NBA,,16,128,,15%,68%,17%,,-10.8,-8.6,3,1,6,1,9,0,26,2,6
