Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1975-76,23,LAL,NBA,SF,76,NA,1838,7.5,17.2,0.438,NA,NA,NA,7.5,17.2,0.438,2.5,3.4,0.748,2.9,5.2,8.1,2.7,1.2,0.3,NA,4.5,17.6,NA,NA,101
1976-77,24,LAL,NBA,PF,82,NA,1782,6.7,14.7,0.46,NA,NA,NA,6.7,14.7,0.46,1.9,2.6,0.716,2.7,6.4,9.1,3.4,1.5,0.5,NA,4.4,15.4,NA,NA,100
1977-78,25,LAL,NBA,PF,79,NA,1945,6.3,13.4,0.472,NA,NA,NA,6.3,13.4,0.472,1.6,2.1,0.756,2.5,5.7,8.2,3.3,1.6,1.1,2,4.9,14.2,NA,102,102
1978-79,26,LAL,NBA,PF,79,NA,1540,6.7,13.2,0.507,NA,NA,NA,6.7,13.2,0.507,2.1,2.6,0.809,2.4,5.4,7.9,3,1.5,0.7,2.7,5.2,15.5,NA,103,105
1979-80,27,TOT,NBA,SF,73,NA,999,6,12.6,0.478,0,0.1,0.333,6,12.4,0.48,2.1,2.4,0.849,2,6.5,8.5,3,1,1,2.3,6,14.1,NA,104,106
1979-80,27,LAL,NBA,SF,52,NA,580,5.2,10.3,0.508,0,0.1,0,5.2,10.3,0.512,1.8,2.2,0.821,1.8,6,7.8,2.9,0.9,1.2,2.4,6.8,12.3,NA,105,106
1979-80,27,CLE,NBA,SF,21,NA,419,7,15.6,0.451,0.1,0.2,0.5,6.9,15.4,0.451,2.4,2.7,0.88,2.3,7.2,9.4,3.1,1.2,0.7,2.3,4.9,16.6,NA,103,106
1980-81,28,CLE,NBA,SF,64,NA,996,4.8,10.7,0.446,0,0.1,0,4.8,10.6,0.452,1.1,1.1,0.917,3.5,4.3,7.8,4,0.7,0.6,2.3,4.8,10.6,NA,101,112
1981-82,29,CLE,NBA,SF,21,1,201,2.2,5.8,0.375,0,0.2,0,2.2,5.5,0.391,1.2,1.4,0.833,3.4,5.1,8.4,2.6,1.9,0,3.6,7.2,5.5,NA,79,112
Career,NA,,NBA,,474,1,9301,6.4,13.9,0.464,0,0.1,0.143,6.4,13.8,0.465,1.9,2.5,0.773,2.7,5.6,8.3,3.2,1.3,0.7,1.5,4.9,14.8,NA,102,103
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAL,NBA,,368,NA,7685,6.7,14.4,0.468,0,0.1,0,6.7,14.3,0.468,2,2.6,0.759,2.6,5.7,8.3,3.1,1.4,0.7,1.2,4.9,15.4,NA,103,102
3 seasons,NA,CLE,NBA,,106,1,1616,5.1,11.4,0.444,0,0.2,0.167,5,11.3,0.448,1.4,1.6,0.891,3.2,5.2,8.3,3.6,1,0.5,2.5,5.1,11.6,NA,100,110
