,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,20,IND,NBA,C,11,120,.488,13.9,.902,.098,.220,.195,.390,.098,.541,1.000,.667,.250,.500,.000,.900,.049,2,,.250,.000,0,0
2001-02,21,IND,NBA,C,22,88,.400,12.2,.975,.150,.200,.325,.300,.025,.410,.667,.500,.308,.333,.000,.813,.025,1,,.000,,0,0
2002-03,22,BOS,NBA,C,26,138,.250,14.0,.714,.196,.179,.125,.214,.286,.250,.727,.000,.143,.083,.250,.800,.054,3,1.000,.000,,0,0
2003-04,23,TOT,NBA,C,5,33,.400,8.6,1.000,.400,.200,.000,.400,.000,.400,.250,.500,,.500,,.750,.000,0,,,,0,0
2003-04,23,CLE,NBA,C,4,29,.333,9.6,1.000,.333,.222,.000,.444,.000,.333,.000,.500,,.500,,1.000,.000,0,,,,0,0
2003-04,23,NYK,NBA,C,1,4,1.000,1.0,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,.000,.000,0,,,,0,0
2004-05,24,NYK,NBA,C,21,73,.297,14.4,.919,.108,.216,.081,.514,.081,.294,.000,.125,.333,.421,.333,.900,.000,0,1.000,.333,.000,0,0
Career,,,NBA,,85,452,.353,13.4,.870,.158,.201,.168,.342,.130,.375,.586,.324,.258,.365,.208,.850,.033,6,1.000,.083,.000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,IND,NBA,,33,208,.444,13.0,.938,.123,.210,.259,.346,.062,.474,.800,.588,.286,.429,.000,.861,.037,3,,.200,.000,0,0
1 season,,BOS,NBA,,26,138,.250,14.0,.714,.196,.179,.125,.214,.286,.250,.727,.000,.143,.083,.250,.800,.054,3,1.000,.000,,0,0
2 seasons,,NYK,NBA,,22,77,.316,14.0,.921,.132,.211,.079,.500,.079,.314,.200,.125,.333,.421,.333,.818,.000,0,1.000,.333,.000,0,0
1 season,,CLE,NBA,,4,29,.333,9.6,1.000,.333,.222,.000,.444,.000,.333,.000,.500,,.500,,1.000,.000,0,,,,0,0
