Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1976-77,23,DET,NBA,SG,1,NA,6,7.8,31.3,0.25,7.8,31.3,0.25,7.8,7.8,15.6,0,0,0,15.6,23.5,NA,NA,111
Career,NA,,NBA,,1,NA,6,7.8,31.3,0.25,7.8,31.3,0.25,7.8,7.8,15.6,0,0,0,15.6,23.5,NA,NA,111
