Season,Team,Lg,Salary
1984-85,Seattle SuperSonics,NBA,"$374,000"
1985-86,Seattle SuperSonics,NBA,"$800,000"
1987-88,Seattle SuperSonics,NBA,"$950,000"
1988-89,Phoenix Suns,NBA,"$1,800,000"
1989-90,Phoenix Suns,NBA,"$1,800,000"
1990-91,Phoenix Suns,NBA,"$2,060,000"
1991-92,Phoenix Suns,NBA,"$2,275,000"
1992-93,Phoenix Suns,NBA,"$1,885,000"
1993-94,Phoenix Suns,NBA,"$690,000"
1993-94,Utah Jazz,NBA,"$605,000"
1994-95,Utah Jazz,NBA,"$1,700,000"
1997-98,Phoenix Suns,NBA,"$272,250"
Career,(may be incomplete),,"$15,211,250"
