Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6,7,8,9,10,11,12,13
Jim Cleamons,,7.1,5.5,3.8,3.4,2.7,2.6,2.3,1.7,0.1,NA,NA,NA,NA
Travis Best,91.4,7.2,5.1,4.1,3.4,3.3,2.5,2.1,1.8,0.7,0.7,NA,NA,NA
Charlie Ward,88.6,7.1,5.5,3.9,3.7,3.6,3.1,2.9,1.9,1,0.5,-0.2,NA,NA
Voshon Lenard,87.8,7.1,6.8,4,3.5,3,2.4,1.7,0.9,0.3,0.1,-0.1,NA,NA
Bobby Phills,86.4,7.1,5,4,3.5,3.2,3,1.5,-0.1,-0.1,NA,NA,NA,NA
Lester Conner,86.3,6.2,5.9,3.7,2.8,2.7,2.7,2.1,0.8,0.7,0.5,0.3,0,NA
Bonzi Wells,86.2,6,5.9,4,3.4,3.1,3.1,3,0.9,0.1,-0.1,NA,NA,NA
Foots Walker,86.0,6.1,5.2,4.2,3.4,3.4,3,2.3,1.5,1.5,0.3,NA,NA,NA
Gerald Henderson,84.7,6.2,5.3,3.7,3.6,2.9,2.3,2.2,1.7,1.3,1.2,1.1,0.5,0
Nate Robinson,84.7,5.9,5.9,3.2,3.2,2.8,2.2,1.8,1.5,1.1,0.3,0,NA,NA
Darrell Walker,84.2,6.3,3.8,3.7,2.9,2.8,2.4,2.3,2.1,0.8,0.2,NA,NA,NA
