Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,26,CHP,NBA,PF,3,NA,3,0.7,2.7,0.25,0,0,NA,0.7,0,0,1.3
Career,NA,,NBA,,3,NA,3,0.7,2.7,0.25,0,0,NA,0.7,0,0,1.3
