Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,22,SEA,NBA,SG,48,NA,404,91,205,0.444,NA,NA,NA,91,205,0.444,0.444,10,12,0.833,14,22,36,41,21,0,34,45,192
1978-79,23,SEA,NBA,SG,55,NA,463,100,211,0.474,NA,NA,NA,100,211,0.474,0.474,23,23,1,13,32,45,42,14,4,32,58,223
1979-80,24,IND,NBA,SG,74,NA,1135,215,509,0.422,69,198,0.348,146,311,0.469,0.49,24,29,0.828,35,59,94,104,46,8,45,85,523
1980-81,25,TOT,NBA,SG,41,NA,714,143,340,0.421,53,156,0.34,90,184,0.489,0.499,17,21,0.81,24,44,68,74,13,2,22,65,356
1980-81,25,DAL,NBA,SG,17,NA,280,59,142,0.415,10,40,0.25,49,102,0.48,0.451,10,13,0.769,11,14,25,18,5,0,11,21,138
1980-81,25,GSW,NBA,SG,24,NA,434,84,198,0.424,43,116,0.371,41,82,0.5,0.533,7,8,0.875,13,30,43,56,8,2,11,44,218
1981-82,26,GSW,NBA,SG,68,2,787,144,382,0.377,71,214,0.332,73,168,0.435,0.47,31,37,0.838,13,40,53,104,30,3,36,94,390
1982-83,27,GSW,NBA,SG,6,2,139,19,44,0.432,1,9,0.111,18,35,0.514,0.443,0,0,NA,3,8,11,21,2,0,9,14,39
Career,NA,,NBA,,292,4,3642,712,1691,0.421,194,577,0.336,518,1114,0.465,0.478,105,122,0.861,102,205,307,386,126,17,178,361,1723
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SEA,NBA,,103,NA,867,191,416,0.459,NA,NA,NA,191,416,0.459,0.459,33,35,0.943,27,54,81,83,35,4,66,103,415
3 seasons,NA,GSW,NBA,,98,4,1360,247,624,0.396,115,339,0.339,132,285,0.463,0.488,38,45,0.844,29,78,107,181,40,5,56,152,647
1 season,NA,IND,NBA,,74,NA,1135,215,509,0.422,69,198,0.348,146,311,0.469,0.49,24,29,0.828,35,59,94,104,46,8,45,85,523
1 season,NA,DAL,NBA,,17,NA,280,59,142,0.415,10,40,0.25,49,102,0.48,0.451,10,13,0.769,11,14,25,18,5,0,11,21,138
