Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Pape Sow,,0.6,0.2,0.1
Henry James,80.9,0.6,0.3,0.2
Josh Huestis,78.3,0.5,0.2,0
Anthony Frederick,78.1,0.5,0.2,0
Jarnell Stokes,77.2,0.5,0.1,0.1
Alex Poythress,75.5,0.5,0.3,0.1
Okaro White,74.1,0.6,0.2,0
Ron Grandison,71.5,0.6,0,0
Anthony Cook,70.1,0.5,0.4,0.1
Gene James,69.4,0.5,0.3,0.1
Adrian Caldwell,68.6,0.4,0.1,0
