Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Pape Sow,,0.6,0.2,0.1,NA
Josh Huestis,78.3,0.5,0.2,0,NA
Anthony Frederick,78.1,0.5,0.2,0,NA
Jarnell Stokes,77.2,0.5,0.1,0.1,NA
Alex Poythress,75.5,0.5,0.3,0.1,NA
Ken Durrett,75.4,0.5,0.1,0,0
Okaro White,74.1,0.6,0.2,0,NA
Gene James,69.4,0.5,0.3,0.1,NA
Anthony Cook,64.3,0.5,0.4,0.1,0.1
David Vaughn,64.3,0.4,0.2,0.1,-0.1
Josh Davis,64.0,0.5,0.3,0,0
